nvme-sqlite,

"SQLite3.30.1 - Threads / Copies: 1",
Lower Results Are Better

"ext4",10.24,10.3,10.382
"btrfs",16.253,15.55,16.26,16.328
"xfs",10.438,10.372,10.44
"ntfs",14.674,14.42,14.647
"f2fs",11.288,11.902,11.419,11.409

"SQLite3.30.1 - Threads / Copies: 8",
Lower Results Are Better

"ext4",30.598,30.84,30.901
"btrfs",31.198,32.802,31.741,33.09,34.796,32.96,35.536,34.76,33.841,33.124,34.414,35.733
"xfs",31.983,28.87,28.954,29.195,29.248,29.313,29.348,29.035,28.886,29.119,29.269,29.125
"ntfs",83.829,92.961,84.247,84.731,85.062,90.38,87.326,87.699,86.575,83.221,87.569,87.61,88.243,82.838,88.216
"f2fs",52.814,55.092,55.399,55.255


